排名	学校名称	学校英文名	国家/地区
251-300	秘鲁天主大学	Pontificia Universidad Católica del Perú	秘鲁
251-300	莱斯大学	Rice University	美国
251-300	伦敦大学皇家霍洛威学院	Royal Holloway University of London	英国
251-300	东北大学（日本）	Tohoku University	日本
251-300	东京工业大学	Tokyo Institute of Technology	日本
251-300	圣安德烈斯大学	Universidad de San Andrés - UdeSA	阿根廷
251-300	哥伦比亚国立大学	Universidad Nacional de Colombia	哥伦比亚
251-300	里约热内卢联邦大学	Universidade Federal do Rio de Janeiro	巴西
251-300	佛罗伦萨大学	University of Florence	意大利
251-300	特伦托大学	University of Trento	意大利
251-300	瓦伦西亚大学	Universitat de Valencia	西班牙
251-300	康斯坦茨大学	Universität Konstanz	德国
251-300	斯特拉斯堡大学	Université de Strasbourg	法国
251-300	魁北克大学	Université du Québec	加拿大
251-300	马来西亚博特拉大学	Universiti Putra Malaysia (UPM)	马来西亚
251-300	阿伯丁大学	University of Aberdeen	英国
251-300	开普敦大学	University of Cape Town	南非
251-300	德里大学	University of Delhi	印度
251-300	贵湖大学	University of Guelph	加拿大
251-300	米兰比可卡大学	University of Milano-Bicocca	意大利
251-300	纽卡斯尔大学（澳洲）	The University of Newcastle, Australia (UON)	澳大利亚
251-300	匹兹堡大学	University of Pittsburgh	美国
251-300	比勒陀利亚大学	University of Pretoria	南非
251-300	南澳大学	University of South Australia	澳大利亚
251-300	斯凯莱德大学	University of Strathclyde	英国
251-300	萨里大学	University of Surrey	英国
251-300	德克萨斯大学达拉斯分校	University of Texas Dallas	美国
251-300	卧龙岗大学	University of Wollongong	澳大利亚
251-300	华沙经济学院	Warsaw School of Economics (SGH)	波兰
301-350	奥尔堡大学	Aalborg University	丹麦
301-350	布加勒斯特经济大学	The Bucharest University of Economic Studies	罗马尼亚
301-350	布达佩斯大学	Corvinus University of Budapest	匈牙利
301-350	克兰菲尔德大学	Cranfield University	英国
301-350	科廷大学	Curtin University	澳大利亚
301-350	巴黎高等师范学院	Ecole normale supérieure, Paris	法国
301-350	香港浸会大学	Hong Kong Baptist University	香港
301-350	印度理工学院孟买分校	Indian Institute of Technology Bombay (IITB)	印度
301-350	印度统计学院	Indian Statistical Institute	印度
301-350	林茨大学	Johannes Kepler University Linz	奥地利
301-350	喀山联邦大学	Kazan (Volga region) Federal University	俄国
301-350	科奇大学	Koc University	土耳其
301-350	庆熙大学	Kyung Hee University	韩国
301-350	九州大学	Kyushu University	日本
301-350	汉诺威大学	Leibniz Universität Hannover	德国
301-350	莱顿大学	Leiden University	荷兰
301-350	国立中央大学	National Central University	台湾
301-350	国立中兴大学	National Chung Hsing University	台湾
301-350	纽卡斯尔大学（英国）	Newcastle University	英国
301-350	釜山国立大学	Pusan National University	韩国
301-350	罗格斯大学	Rutgers University - New Brunswick	美国
301-350	比萨圣安娜大学	Scuola Superiore Sant'Anna Pisa di Studi Universitari e di Perfezionamento	意大利
301-350	斯泰伦博斯大学	Stellenbosch University	南非
301-350	中山大学	Sun Yat-sen University	中国
301-350	丹麦理工大学	Technical University of Denmark	丹麦
301-350	德累斯顿工业大学	Technische Universität Dresden	德国
301-350	谢菲尔德大学	The University of Sheffield	英国
301-350	阿道夫·伊瓦涅斯大学	Universidad Adolfo Ibàñez	智利
301-350	萨拉戈萨大学	Universidad de Zaragoza	西班牙
301-350	罗萨里奥大学	Universidad del Rosario	哥伦比亚
301-350	比萨大学	University of Pisa	意大利
301-350	弗莱堡大学	Albert-Ludwigs-Universitaet Freiburg	德国
301-350	因斯布鲁克大学	Universität Innsbruck	奥地利
301-350	马来西亚北方大学	Universiti Utara Malaysia (UUM)	马来西亚
301-350	纽约州立大学水牛城分校	University at Buffalo SUNY	美国
301-350	巴塞尔大学	University of Basel	瑞士
301-350	卑尔根大学	University of Bergen	挪威
301-350	伯尔尼大学	University of Bern	瑞士
301-350	加州大学圣克鲁兹分校	University of California, Santa Cruz	美国
301-350	东安格利亚大学	University of East Anglia (UEA)	英国
301-350	休斯敦大学	University of Houston	美国
301-350	对外经济贸易大学	University of International Business and Economics	中国
301-350	爱荷华大学	University of Iowa	美国
301-350	莱斯特大学	University of Leicester	英国
301-350	米尼奥大学	University of Minho	葡萄牙
301-350	图库大学	University of Turku	芬兰
301-350	华沙大学	University of Warsaw	波兰
301-350	滑铁卢大学	University of Waterloo	加拿大
301-350	维尔纽斯工业大学	Vilnius Gediminas Technical University	立陶宛
301-350	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
301-350	布鲁塞尔自由大学（荷语）	Vrije Universiteit Brussel (VUB)	比利时
301-350	武汉大学	Wuhan University	中国
351-400	奥克兰理工大学	Auckland University of Technology (AUT)	新西兰
351-400	巴布森学院	Babson College, F.W. Olin Graduate School of Business	美国
351-400	毕尔坎特大学	Bilkent University	土耳其
351-400	伦敦大学伯克贝克学院	Birkbeck, University of London	英国
351-400	海峡大学	Bogaziçi Üniversitesi	土耳其
351-400	法国中央理工学院	CentraleSupélec	法国
351-400	查尔姆斯工业大学	Chalmers University of Technology	瑞典
351-400	韩国中央大学	Chung-Ang University	韩国
351-400	康考迪亚大学	Concordia University	加拿大
351-400	梨花女子大学	Ewha Womans University	韩国
351-400	俄罗斯联邦财经大学	Financial University under the Government of the Russian Federation	俄国
351-400	佛罗里达州立大学	Florida State University	美国
351-400	福坦莫大学	Fordham University	美国
351-400	佐治亚州立大学	Georgia State University	美国
351-400	北海道大学	Hokkaido University	日本
351-400	尼赫鲁大学	Jawaharlal Nehru University	印度
351-400	岭南大学	Lingnan University, Hong Kong	香港
351-400	中东理工大学	Middle East Technical University	土耳其
351-400	雅典大学	National and Kapodistrian University of Athens	希腊
351-400	高威大学	National University of Ireland, Galway	爱尔兰
351-400	俄勒冈州立大学	Oregon State University	美国
351-400	以色列理工学院	Technion - Israel Institute of Technology	以色列
351-400	多特蒙德工业大学	TU Dortmund University	德国
351-400	泰国法政大学	Thammasat University	泰国
351-400	塔夫斯大学	Tufts University	美国
351-400	国立拉普拉塔大学	Universidad Nacional de La Plata (UNLP)	阿根廷
351-400	葡萄牙天主大学	Universidade Católica Portuguesa - UCP	葡萄牙
351-400	巴西利亚大学	Universidade de Brasília	巴西
351-400	南里奥格兰德联邦大学	Universidade Federal do Rio Grande Do Sul	巴西
351-400	帕维亚大学	Università degli Studi di Pavia	意大利
351-400	锡耶纳大学	University of Siena	意大利
351-400	罗马第三大学	Università degli studi Roma Tre	意大利
351-400	不来梅大学	Universität Bremen	德国
351-400	霍恩海姆大学	University of Hohenheim	德国
351-400	尼斯大学	Université Nice Sophia Antipolis	法国
351-400	布加勒斯特大学	University of Bucharest	罗马尼亚
351-400	加州大学河滨分校	University of California, Riverside	美国
351-400	中佛罗里达大学	University of Central Florida	美国
351-400	夏威夷大学马诺阿分校	University of Hawai'i at Mañoa	美国
351-400	印尼大学	Universitas Indonesia	印尼
351-400	肯特大学	University of Kent	英国
351-400	利物浦大学	University of Liverpool	英国
351-400	卢布尔雅那大学	University of Ljubljana	斯洛文尼亚
351-400	南卡罗来纳大学	University of South Carolina	美国
351-400	斯特林大学	University of Stirling	英国
351-400	金山大学	University of the Witwatersrand	南非
351-400	筑波大学	University of Tsukuba	日本
351-400	犹他大学	University of Utah	美国
351-400	维多利亚大学（加拿大）	University of Victoria	加拿大
351-400	华盛顿州立大学	Washington State University	美国
351-400	明斯特大学	Westfälische Wilhelms-Universitat Münster	德国
351-400	西安交通大学	Xi’an Jiaotong University	中国
1	内华达大学拉斯维加斯分校	University of Nevada - Las Vegas	美国
2	洛桑经济学院	Ecole hôtelière de Lausanne	瑞士
3	香港理工大学	The Hong Kong Polytechnic University	香港
4	理诺士国际酒店管理学院	Les Roches International School of Hotel Management	瑞士
5	萨里大学	University of Surrey	英国
6	弗吉尼亚理工学院	Virginia Polytechnic Institute and State University	美国
7	宾州州立大学公园分校	Pennsylvania State University	美国
8	瑞士酒店管理学院	Swiss Hotel Management School	瑞士
9	格里菲斯大学	Griffith University	澳大利亚
9	普渡大学西拉法叶分校	Purdue University	美国
11	康奈尔大学	Cornell University	美国
12	昆士兰大学	The University of Queensland	澳大利亚
13	德州农工大学	Texas A&M University	美国
13	滑铁卢大学	University of Waterloo	加拿大
15	瑞士酒店与旅游管理续页	HTMi - Hotel and Tourism Management Institute Switzerland	瑞士
16	伯恩茅斯大学	Bournemouth University	英国
17	瑞士国际酒店管理学院	IMI University Centre - International Management Institute Switzerland	瑞士
18	澳门旅游学院	Institute For Tourism Studies	澳门
19	佛罗里达大学	University of Florida	美国
20	格里昂高等教育学院	Glion Institute of Higher Education	瑞士
21	密歇根州立大学	Michigan State University	美国
22	莫纳什大学	Monash University	澳大利亚
23	中佛罗里达大学	University of Central Florida	美国
24	怀卡托大学	University of Waikato	新西兰
25	南洋理工大学	Nanyang Technological University, Singapore (NTU)	新加坡
26	世宗大学	Sejong University	韩国
27	南澳大学	University of South Australia	澳大利亚
28	埃克塞特大学	The University of Exeter	英国
29	泰勒大学	Taylor's University	马来西亚
30	斯凯莱德大学	University of Strathclyde	英国
31	庆熙大学	Kyung Hee University	韩国
32	谢菲尔德哈莱姆大学	Sheffield Hallam University	英国
32	马来西亚理科大学	Universiti Sains Malaysia (USM)	马来西亚
34	牛津布鲁克斯大学	Oxford Brookes University	英国
35	华盛顿州立大学	Washington State University	美国
35	延世大学	Yonsei University	韩国
37	布雷德旅游应用科学大学	NHTV Breda University of Applied Sciences	荷兰
38	南十字星大学	Southern Cross University	澳大利亚
38	香港中文大学	The Chinese University of Hong Kong (CUHK)	香港
40	高丽大学	Korea University	韩国
40	伊利诺伊大学厄本那-香槟分校	University of Illinois at Urbana-Champaign	美国
42	乔治华盛顿大学	George Washington University	美国
43	莫斯科国立大学	Lomonosov Moscow State University	俄国
44	北卡罗来纳州立大学	North Carolina State University	美国
45	奥克兰理工大学	Auckland University of Technology (AUT)	新西兰
45	瑞士国家旅游与酒店管理学院	State Tourism and Hotel Management School (SSAT)	瑞士
45	阿尔伯塔大学	University of Alberta	加拿大
48	林肯大学	Lincoln University	新西兰
48	南安普敦大学	University of Southampton	英国
50	拉筹伯大学	La Trobe University	澳大利亚
1	拉夫堡大学	Loughborough University	英国
1	悉尼大学	The University of Sydney	澳大利亚
3	昆士兰大学	The University of Queensland	澳大利亚
4	英属哥伦比亚大学	University of British Columbia	加拿大
5	伯明翰大学	University of Birmingham	英国
6	多伦多大学	University of Toronto	加拿大
7	奥塔戈大学	University of Otago	新西兰
8	宾州州立大学公园分校	Pennsylvania State University	美国
8	佛罗里达大学	University of Florida	美国
10	阿尔伯塔大学	University of Alberta	加拿大
11	香港大学	The University of Hong Kong	香港
11	密歇根大学安娜堡分校	University of Michigan	美国
13	爱丁堡大学	The University of Edinburgh	英国
14	麦克马斯特大学	McMaster University	加拿大
